user_id,rfm_segment,offer_type,offer_date,discount_pct,converted,order_value
1515915625373568793,Lost,control,2021-03-03,0,False,
1515915625374448787,Lost,push_cashback,2021-03-10,5,False,
1515915625376375077,Can't Lose Them,email_discount,2021-03-12,10,False,
1515915625376498441,Lost,push_cashback,2021-03-10,5,False,
1515915625378826284,Lost,push_cashback,2021-03-22,5,False,
1515915625379210214,Can't Lose Them,push_cashback,2021-03-02,5,True,149.44760858162508
1515915625381017320,Lost,push_cashback,2021-03-24,5,False,
1515915625382617834,Lost,push_cashback,2021-03-28,5,False,
1515915625382902566,At Risk,push_cashback,2021-03-22,5,False,
1515915625384587594,Lost,push_cashback,2021-03-13,5,False,
1515915625384605151,Lost,email_discount,2021-03-16,10,False,
1515915625384849425,Lost,control,2021-03-13,0,False,
1515915625385482819,Can't Lose Them,push_cashback,2021-03-04,5,False,
1515915625385888878,Can't Lose Them,push_cashback,2021-03-04,5,False,
1515915625386167902,Lost,push_cashback,2021-03-30,5,True,190.34587856285552
1515915625386662653,Lost,push_cashback,2021-03-11,5,False,
1515915625387433440,Lost,push_cashback,2021-03-23,5,False,
1515915625387880220,Can't Lose Them,push_cashback,2021-03-14,5,False,
1515915625388245854,Lost,control,2021-03-03,0,False,
1515915625389245441,Lost,control,2021-03-27,0,False,
1515915625390107328,Can't Lose Them,push_cashback,2021-03-19,5,True,174.33661844429233
1515915625390920508,Lost,control,2021-03-22,0,False,
1515915625390924808,Lost,email_discount,2021-03-25,10,False,
1515915625392222852,Lost,push_cashback,2021-03-01,5,False,
1515915625393261992,Lost,email_discount,2021-03-05,10,True,156.92735671867516
1515915625394528052,Lost,email_discount,2021-03-17,10,False,
1515915625394646788,Lost,push_cashback,2021-03-01,5,False,
1515915625394835285,Lost,control,2021-03-19,0,False,
1515915625395096356,Lost,email_discount,2021-03-19,10,False,
1515915625395198150,Lost,push_cashback,2021-03-04,5,True,136.69688435925946
1515915625397409054,Lost,email_discount,2021-03-19,10,False,
1515915625397701103,Lost,email_discount,2021-03-06,10,False,
1515915625397702169,Lost,email_discount,2021-03-28,10,False,
1515915625398592313,Lost,email_discount,2021-03-15,10,False,
1515915625400324256,Lost,control,2021-03-04,0,False,
1515915625401378765,Lost,email_discount,2021-03-24,10,False,
1515915625401433187,At Risk,email_discount,2021-03-01,10,False,
1515915625401563973,Can't Lose Them,email_discount,2021-03-24,10,False,
1515915625403460003,Lost,control,2021-03-27,0,False,
1515915625404197931,Lost,email_discount,2021-03-17,10,False,
1515915625405842034,Lost,email_discount,2021-03-11,10,False,
1515915625407563599,Lost,control,2021-03-17,0,False,
1515915625408356834,Lost,control,2021-03-23,0,False,
1515915625408839802,At Risk,control,2021-03-01,0,False,
1515915625409829783,Can't Lose Them,email_discount,2021-03-09,10,False,
1515915625409885754,Lost,control,2021-03-14,0,False,
1515915625410010194,Lost,control,2021-03-15,0,False,
1515915625410728920,Lost,email_discount,2021-03-24,10,False,
1515915625411434590,Lost,control,2021-03-29,0,False,
1515915625413257995,Lost,email_discount,2021-03-01,10,False,
1515915625415474736,Can't Lose Them,push_cashback,2021-03-02,5,False,
1515915625416060874,Lost,control,2021-03-18,0,False,
1515915625416649074,Can't Lose Them,push_cashback,2021-03-18,5,False,
1515915625419970935,Lost,email_discount,2021-03-06,10,True,197.09005662967257
1515915625420104051,Lost,control,2021-03-20,0,False,
1515915625420145821,Lost,email_discount,2021-03-08,10,False,
1515915625420716242,Lost,push_cashback,2021-03-01,5,False,
1515915625420909332,Lost,email_discount,2021-03-15,10,False,
1515915625421333363,Lost,control,2021-03-10,0,False,
1515915625422203509,Lost,control,2021-03-30,0,False,
1515915625423620207,Lost,push_cashback,2021-03-04,5,False,
1515915625423895828,Lost,email_discount,2021-03-10,10,False,
1515915625425059411,Lost,control,2021-03-11,0,False,
1515915625427437146,Lost,push_cashback,2021-03-05,5,False,
1515915625430934156,At Risk,control,2021-03-09,0,False,
1515915625431723268,Lost,control,2021-03-05,0,False,
1515915625432436912,Lost,email_discount,2021-03-29,10,False,
1515915625432636868,Lost,control,2021-03-11,0,False,
1515915625432648860,Can't Lose Them,email_discount,2021-03-03,10,False,
1515915625433260957,Lost,control,2021-03-27,0,False,
1515915625433262170,Lost,push_cashback,2021-03-04,5,False,
1515915625433494974,Lost,control,2021-03-10,0,False,
1515915625433847045,Lost,email_discount,2021-03-07,10,False,
1515915625434896421,Lost,email_discount,2021-03-01,10,True,237.29859736936623
1515915625436259682,Lost,push_cashback,2021-03-27,5,False,
1515915625438177075,Lost,control,2021-03-06,0,False,
1515915625438232064,Lost,control,2021-03-08,0,False,
1515915625439475378,Lost,push_cashback,2021-03-17,5,False,
1515915625440681960,Lost,control,2021-03-24,0,False,
1515915625442200990,Lost,control,2021-03-07,0,False,
1515915625442519230,Lost,email_discount,2021-03-01,10,False,
1515915625444523168,Lost,control,2021-03-09,0,False,
1515915625445030226,Lost,control,2021-03-11,0,False,
1515915625445971424,Lost,push_cashback,2021-03-19,5,False,
1515915625446257195,Lost,push_cashback,2021-03-02,5,True,201.05184844824103
1515915625447095000,At Risk,email_discount,2021-03-23,10,False,
1515915625447652053,Lost,control,2021-03-11,0,False,
1515915625449531064,Lost,control,2021-03-03,0,True,135.393605032844
1515915625450328730,Can't Lose Them,control,2021-03-17,0,False,
1515915625450420744,Lost,email_discount,2021-03-10,10,False,
1515915625450683751,Lost,email_discount,2021-03-29,10,False,
1515915625450826262,Lost,push_cashback,2021-03-03,5,False,
1515915625451779549,Can't Lose Them,email_discount,2021-03-22,10,False,
1515915625452396195,Lost,control,2021-03-03,0,False,
1515915625453733905,Lost,control,2021-03-21,0,False,
1515915625453911815,Lost,email_discount,2021-03-25,10,True,147.29705167898499
1515915625454237078,Lost,control,2021-03-07,0,False,
1515915625454349734,Lost,control,2021-03-02,0,False,
1515915625454960223,Lost,email_discount,2021-03-01,10,False,
1515915625455846276,Lost,email_discount,2021-03-07,10,False,
1515915625457059599,Lost,control,2021-03-20,0,False,
1515915625458303287,Lost,control,2021-03-11,0,False,
1515915625458583458,Lost,control,2021-03-23,0,False,
1515915625459404369,Lost,push_cashback,2021-03-06,5,False,
1515915625460540267,Lost,push_cashback,2021-03-23,5,False,
1515915625461208186,Lost,push_cashback,2021-03-04,5,False,
1515915625461593155,Lost,email_discount,2021-03-19,10,False,
1515915625462038992,Lost,push_cashback,2021-03-28,5,False,
1515915625462138414,Lost,email_discount,2021-03-21,10,False,
1515915625462335572,Lost,email_discount,2021-03-19,10,False,
1515915625464284084,Can't Lose Them,push_cashback,2021-03-14,5,True,137.38089153734313
1515915625465639142,Can't Lose Them,push_cashback,2021-03-03,5,False,
1515915625465740126,Can't Lose Them,push_cashback,2021-03-04,5,False,
1515915625466016884,Lost,control,2021-03-08,0,False,
1515915625466195424,Can't Lose Them,push_cashback,2021-03-18,5,False,
1515915625466235566,Can't Lose Them,control,2021-03-04,0,False,
1515915625466366854,Lost,email_discount,2021-03-11,10,False,
1515915625467000819,Lost,control,2021-03-16,0,False,
1515915625467132635,Lost,push_cashback,2021-03-03,5,False,
1515915625467267855,Lost,email_discount,2021-03-07,10,False,
1515915625467421823,Can't Lose Them,email_discount,2021-03-02,10,False,
1515915625467827145,Lost,email_discount,2021-03-01,10,False,
1515915625467951113,Lost,control,2021-03-26,0,False,
1515915625468568154,Lost,push_cashback,2021-03-01,5,False,
1515915625468583481,Lost,email_discount,2021-03-06,10,True,158.15466816869062
1515915625469269159,Lost,email_discount,2021-03-19,10,False,
1515915625469806973,Lost,email_discount,2021-03-07,10,True,103.2502953416403
1515915625470057771,Lost,control,2021-03-24,0,False,
1515915625470179176,Lost,control,2021-03-05,0,False,
1515915625470625172,Lost,push_cashback,2021-03-21,5,False,
1515915625470995608,Lost,control,2021-03-28,0,False,
1515915625471945634,Lost,email_discount,2021-03-18,10,False,
1515915625472056936,Lost,push_cashback,2021-03-24,5,False,
1515915625472101004,Lost,email_discount,2021-03-26,10,True,220.5519441858374
1515915625472598226,Lost,email_discount,2021-03-13,10,False,
1515915625472777985,Lost,control,2021-03-01,0,False,
1515915625472832380,Lost,push_cashback,2021-03-10,5,False,
1515915625473326905,Lost,control,2021-03-09,0,False,
1515915625473590169,Lost,control,2021-03-17,0,False,
1515915625473938034,Can't Lose Them,push_cashback,2021-03-01,5,False,
1515915625473996480,Lost,email_discount,2021-03-01,10,True,164.48527690825915
1515915625474108059,Lost,email_discount,2021-03-07,10,False,
1515915625474259296,Lost,push_cashback,2021-03-04,5,False,
1515915625474785243,Lost,email_discount,2021-03-28,10,False,
1515915625474888347,Lost,push_cashback,2021-03-23,5,False,
1515915625475025856,Lost,push_cashback,2021-03-21,5,False,
1515915625475083496,Lost,control,2021-03-12,0,False,
1515915625475652424,Lost,push_cashback,2021-03-16,5,False,
1515915625476087754,Lost,control,2021-03-14,0,False,
1515915625476168209,Lost,email_discount,2021-03-23,10,False,
1515915625476588533,Lost,email_discount,2021-03-10,10,False,
1515915625476932116,At Risk,email_discount,2021-03-14,10,False,
1515915625476938288,Lost,email_discount,2021-03-07,10,False,
1515915625476991896,Lost,control,2021-03-04,0,False,
1515915625477767168,Lost,email_discount,2021-03-02,10,False,
1515915625478408904,Lost,push_cashback,2021-03-24,5,False,
1515915625479288963,Lost,push_cashback,2021-03-18,5,True,183.48297023590067
1515915625479434403,Lost,push_cashback,2021-03-16,5,False,
1515915625479966700,Lost,control,2021-03-09,0,False,
1515915625480784302,Lost,email_discount,2021-03-05,10,True,170.79088963023074
1515915625480940320,Lost,email_discount,2021-03-09,10,False,
1515915625481156621,Lost,email_discount,2021-03-25,10,False,
1515915625481244678,Lost,control,2021-03-30,0,False,
1515915625481706156,Lost,push_cashback,2021-03-08,5,False,
1515915625482081016,Lost,push_cashback,2021-03-24,5,False,
1515915625482383745,Can't Lose Them,email_discount,2021-03-20,10,False,
1515915625483402054,Can't Lose Them,push_cashback,2021-03-16,5,False,
1515915625483595665,Lost,push_cashback,2021-03-30,5,True,164.08136398742198
1515915625484505146,Lost,control,2021-03-20,0,False,
1515915625485572958,Lost,control,2021-03-30,0,False,
1515915625486256855,Lost,control,2021-03-18,0,False,
1515915625486409945,Lost,control,2021-03-04,0,False,
1515915625486521695,Lost,email_discount,2021-03-16,10,True,154.16663547152717
1515915625486764209,Lost,control,2021-03-04,0,False,
1515915625492451814,Lost,push_cashback,2021-03-06,5,False,
1515915625492654760,Lost,email_discount,2021-03-03,10,False,
1515915625492846959,Lost,push_cashback,2021-03-18,5,True,163.86968986807042
1515915625492851884,Lost,push_cashback,2021-03-15,5,False,
1515915625493306533,Lost,push_cashback,2021-03-08,5,False,
1515915625493549689,Lost,control,2021-03-18,0,False,
1515915625494770987,Lost,control,2021-03-24,0,False,
1515915625495521173,Lost,email_discount,2021-03-23,10,False,
1515915625495744028,Lost,email_discount,2021-03-03,10,False,
1515915625497051174,Lost,control,2021-03-06,0,False,
1515915625497203757,Lost,push_cashback,2021-03-22,5,False,
1515915625497266977,Can't Lose Them,email_discount,2021-03-26,10,False,
1515915625497290091,Lost,control,2021-03-30,0,False,
1515915625497826743,Lost,control,2021-03-21,0,True,138.40767590379056
1515915625498093228,Lost,control,2021-03-29,0,False,
1515915625498133966,Lost,push_cashback,2021-03-24,5,False,
1515915625498376282,Lost,control,2021-03-15,0,False,
1515915625499086948,Lost,control,2021-03-27,0,False,
1515915625499087051,Lost,control,2021-03-12,0,False,
1515915625499632814,Lost,control,2021-03-05,0,False,
1515915625499716754,Lost,email_discount,2021-03-07,10,False,
1515915625500018456,Lost,email_discount,2021-03-22,10,False,
1515915625500191972,Lost,control,2021-03-27,0,False,
1515915625501202238,Lost,push_cashback,2021-03-15,5,False,
1515915625503751892,Lost,email_discount,2021-03-07,10,False,
1515915625503814049,Lost,control,2021-03-13,0,False,
1515915625503895207,Can't Lose Them,email_discount,2021-03-25,10,False,
1515915625504063355,Lost,email_discount,2021-03-03,10,True,184.06222012529432
1515915625504663389,Lost,push_cashback,2021-03-26,5,False,
1515915625504813192,Lost,control,2021-03-23,0,False,
1515915625505008297,Can't Lose Them,control,2021-03-13,0,False,
1515915625505559373,Lost,push_cashback,2021-03-26,5,False,
1515915625505654593,Lost,push_cashback,2021-03-03,5,False,
1515915625506722711,Can't Lose Them,control,2021-03-29,0,False,
1515915625506781679,Lost,control,2021-03-02,0,False,
1515915625506864547,Lost,push_cashback,2021-03-28,5,False,
1515915625506903608,Lost,email_discount,2021-03-23,10,False,
1515915625507114184,Can't Lose Them,email_discount,2021-03-04,10,False,
1515915625507426385,Lost,push_cashback,2021-03-17,5,False,
1515915625507556338,Lost,email_discount,2021-03-06,10,False,
1515915625507618984,Lost,push_cashback,2021-03-11,5,False,
1515915625507754425,Can't Lose Them,email_discount,2021-03-06,10,False,
1515915625508051478,Lost,email_discount,2021-03-22,10,True,250.57503837796804
1515915625508240652,Lost,control,2021-03-02,0,False,
1515915625508374573,Lost,control,2021-03-17,0,False,
1515915625508403543,Lost,email_discount,2021-03-03,10,False,
1515915625508703225,Lost,email_discount,2021-03-12,10,False,
1515915625508770501,Lost,control,2021-03-14,0,False,
1515915625508849099,Lost,control,2021-03-02,0,False,
1515915625509272045,Lost,control,2021-03-22,0,True,196.86539816276218
1515915625509375068,Lost,push_cashback,2021-03-29,5,False,
1515915625509470353,Lost,email_discount,2021-03-28,10,False,
1515915625509504933,Lost,control,2021-03-22,0,False,
1515915625509561819,Lost,email_discount,2021-03-29,10,False,
1515915625509562082,Lost,push_cashback,2021-03-05,5,False,
1515915625509729436,Lost,push_cashback,2021-03-10,5,False,
1515915625509808717,Lost,control,2021-03-10,0,False,
1515915625510314369,Lost,push_cashback,2021-03-21,5,False,
1515915625511032339,At Risk,email_discount,2021-03-09,10,True,198.09733554618634
1515915625511038054,Lost,control,2021-03-30,0,True,119.57088564257225
1515915625511039745,Lost,email_discount,2021-03-21,10,False,
1515915625511110840,Lost,email_discount,2021-03-13,10,False,
1515915625511131358,Lost,push_cashback,2021-03-10,5,False,
1515915625511226919,Lost,push_cashback,2021-03-06,5,False,
1515915625511258041,Lost,push_cashback,2021-03-11,5,False,
1515915625511668201,Lost,push_cashback,2021-03-04,5,False,
1515915625512105360,Lost,push_cashback,2021-03-26,5,False,
1515915625512135812,Lost,control,2021-03-14,0,False,
1515915625513111960,Lost,email_discount,2021-03-30,10,False,
1515915625513124938,Lost,email_discount,2021-03-17,10,False,
1515915625513126445,Can't Lose Them,email_discount,2021-03-20,10,False,
1515915625513128295,Lost,email_discount,2021-03-02,10,True,210.52653809261
1515915625513238969,Lost,push_cashback,2021-03-10,5,False,
1515915625513241084,At Risk,email_discount,2021-03-03,10,False,
1515915625513265653,Lost,control,2021-03-07,0,False,
1515915625513373329,Lost,control,2021-03-07,0,False,
1515915625513392808,Lost,email_discount,2021-03-01,10,True,214.90040229618893
1515915625513553892,Lost,email_discount,2021-03-08,10,False,
1515915625513574486,Lost,control,2021-03-23,0,False,
1515915625513574581,Lost,control,2021-03-01,0,False,
1515915625513600866,Lost,push_cashback,2021-03-08,5,True,175.73062838128808
1515915625513824086,Lost,control,2021-03-14,0,False,
1515915625514094094,Lost,push_cashback,2021-03-14,5,False,
1515915625514097612,Lost,push_cashback,2021-03-02,5,False,
1515915625514111411,Lost,push_cashback,2021-03-08,5,False,
1515915625514129744,Lost,push_cashback,2021-03-19,5,False,
1515915625514159533,Lost,push_cashback,2021-03-10,5,False,
1515915625514458321,Lost,email_discount,2021-03-07,10,False,
1515915625514502228,Lost,control,2021-03-13,0,False,
1515915625514744695,Lost,push_cashback,2021-03-22,5,True,173.57129966952525
1515915625514766440,Lost,control,2021-03-21,0,False,
1515915625514870210,Lost,control,2021-03-15,0,False,
1515915625514902385,Lost,push_cashback,2021-03-11,5,False,
1515915625514944899,Lost,email_discount,2021-03-26,10,False,
1515915625514969596,Lost,push_cashback,2021-03-14,5,False,
1515915625515080867,Lost,email_discount,2021-03-11,10,False,
1515915625515148783,Lost,control,2021-03-02,0,False,
1515915625515223814,Lost,email_discount,2021-03-02,10,False,
1515915625515318698,Can't Lose Them,email_discount,2021-03-29,10,False,
1515915625515426823,Lost,email_discount,2021-03-12,10,True,178.69184628751142
1515915625515455004,Lost,control,2021-03-15,0,False,
1515915625515476270,Lost,control,2021-03-17,0,False,
1515915625515574097,Lost,email_discount,2021-03-14,10,True,214.22311321201082
1515915625515698186,At Risk,email_discount,2021-03-25,10,False,
1515915625515708617,Lost,push_cashback,2021-03-16,5,False,
1515915625515983292,Lost,email_discount,2021-03-27,10,False,
1515915625516160801,Lost,push_cashback,2021-03-08,5,False,
1515915625516166909,Lost,email_discount,2021-03-24,10,False,
1515915625516258447,Lost,push_cashback,2021-03-17,5,False,
1515915625516312135,Lost,control,2021-03-05,0,False,
1515915625516324855,Lost,email_discount,2021-03-12,10,False,
1515915625516333925,Lost,email_discount,2021-03-06,10,False,
1515915625516344878,Lost,email_discount,2021-03-18,10,False,
1515915625516359835,Can't Lose Them,email_discount,2021-03-26,10,False,
1515915625516401102,Can't Lose Them,push_cashback,2021-03-05,5,False,
1515915625516401615,At Risk,email_discount,2021-03-06,10,False,
1515915625516422613,Lost,control,2021-03-09,0,False,
1515915625516424959,Lost,control,2021-03-15,0,False,
1515915625516434206,Lost,email_discount,2021-03-10,10,True,247.86547497439352
1515915625516447381,Lost,control,2021-03-17,0,False,
1515915625516465850,Lost,email_discount,2021-03-29,10,False,
1515915625516476746,Lost,email_discount,2021-03-26,10,False,
1515915625516477461,Lost,control,2021-03-19,0,False,
1515915625516490771,Lost,email_discount,2021-03-12,10,False,
1515915625516508051,Lost,control,2021-03-09,0,False,
1515915625516609226,At Risk,push_cashback,2021-03-15,5,False,
1515915625516673386,Lost,email_discount,2021-03-14,10,False,
1515915625516711813,Lost,push_cashback,2021-03-01,5,False,
1515915625516722437,Lost,control,2021-03-17,0,False,
1515915625516724249,Lost,push_cashback,2021-03-01,5,False,
1515915625516729047,Lost,push_cashback,2021-03-23,5,False,
1515915625516747708,Can't Lose Them,control,2021-03-29,0,False,
1515915625516747922,Lost,push_cashback,2021-03-21,5,True,178.22112691621663
1515915625516769072,Can't Lose Them,push_cashback,2021-03-22,5,True,126.13131282892292
1515915625516770938,Lost,control,2021-03-13,0,False,
1515915625516842178,Lost,push_cashback,2021-03-30,5,False,
1515915625516853587,Lost,control,2021-03-08,0,False,
1515915625516964063,Lost,push_cashback,2021-03-30,5,True,129.1913142338978
1515915625517182992,Lost,control,2021-03-13,0,False,
1515915625517202747,Lost,control,2021-03-16,0,False,
1515915625517218106,Lost,push_cashback,2021-03-02,5,False,
1515915625517318899,Lost,push_cashback,2021-03-13,5,False,
1515915625517342761,Lost,push_cashback,2021-03-18,5,False,
1515915625517386797,Lost,email_discount,2021-03-03,10,False,
1515915625517470003,Lost,email_discount,2021-03-13,10,False,
1515915625517579630,Lost,email_discount,2021-03-19,10,False,
1515915625517581806,Lost,control,2021-03-13,0,False,
1515915625517699110,Lost,push_cashback,2021-03-19,5,False,
1515915625517748115,Lost,control,2021-03-04,0,False,
1515915625517759569,Lost,email_discount,2021-03-19,10,False,
1515915625517764150,Lost,push_cashback,2021-03-18,5,False,
1515915625517770257,Lost,control,2021-03-25,0,False,
1515915625517780037,Lost,push_cashback,2021-03-06,5,False,
1515915625517825350,Lost,control,2021-03-19,0,False,
1515915625517871720,At Risk,push_cashback,2021-03-25,5,False,
1515915625517883203,Lost,email_discount,2021-03-04,10,False,
1515915625517905050,Can't Lose Them,email_discount,2021-03-04,10,False,
1515915625517946481,Lost,push_cashback,2021-03-24,5,False,
1515915625518037933,Lost,control,2021-03-07,0,False,
1515915625518085006,Can't Lose Them,email_discount,2021-03-07,10,False,
1515915625518086046,Lost,email_discount,2021-03-26,10,False,
1515915625518112609,Can't Lose Them,email_discount,2021-03-23,10,False,
1515915625518130982,Lost,push_cashback,2021-03-26,5,False,
1515915625518151432,Lost,push_cashback,2021-03-16,5,False,
1515915625518153762,Lost,control,2021-03-27,0,False,
1515915625518212316,Lost,control,2021-03-16,0,False,
1515915625518254444,Lost,control,2021-03-05,0,False,
1515915625518278964,Can't Lose Them,push_cashback,2021-03-15,5,False,
1515915625518286459,Lost,push_cashback,2021-03-23,5,False,
1515915625518289462,Lost,control,2021-03-04,0,False,
1515915625518296794,Lost,control,2021-03-24,0,False,
1515915625518370294,Lost,push_cashback,2021-03-25,5,False,
1515915625518390079,Lost,control,2021-03-13,0,False,
1515915625518413832,Lost,email_discount,2021-03-28,10,False,
1515915625518435582,At Risk,push_cashback,2021-03-19,5,False,
1515915625518472854,Lost,control,2021-03-07,0,False,
1515915625518482827,Lost,push_cashback,2021-03-12,5,False,
1515915625518560406,Lost,email_discount,2021-03-26,10,True,217.68079429719342
1515915625518585643,Lost,push_cashback,2021-03-09,5,False,
1515915625518591968,Lost,push_cashback,2021-03-17,5,True,126.45634379917118
1515915625518696647,Lost,push_cashback,2021-03-02,5,False,
1515915625518710964,Lost,push_cashback,2021-03-16,5,False,
1515915625518820232,Lost,email_discount,2021-03-07,10,False,
1515915625518836854,Lost,push_cashback,2021-03-29,5,False,
1515915625518837072,Lost,push_cashback,2021-03-18,5,False,
1515915625518894671,Lost,control,2021-03-07,0,False,
1515915625518900864,Lost,push_cashback,2021-03-01,5,False,
1515915625518901157,Lost,control,2021-03-03,0,False,
1515915625518901432,Lost,email_discount,2021-03-21,10,False,
1515915625518988628,Can't Lose Them,email_discount,2021-03-30,10,False,
1515915625519036980,Lost,email_discount,2021-03-28,10,True,194.04747442897562
1515915625519045356,Lost,email_discount,2021-03-30,10,False,
1515915625519047102,Lost,control,2021-03-11,0,False,
1515915625519064114,Lost,push_cashback,2021-03-22,5,False,
1515915625519079553,Lost,email_discount,2021-03-15,10,False,
1515915625519082162,Lost,push_cashback,2021-03-29,5,True,151.17829034330038
1515915625519107912,Lost,control,2021-03-25,0,False,
1515915625519140183,Lost,control,2021-03-25,0,False,
1515915625519218141,Lost,control,2021-03-03,0,False,
1515915625519258287,Lost,email_discount,2021-03-30,10,False,
1515915625519259921,Lost,push_cashback,2021-03-24,5,False,
1515915625519301557,Lost,push_cashback,2021-03-13,5,False,
1515915625519344914,Lost,push_cashback,2021-03-04,5,False,
1515915625519356010,Lost,control,2021-03-23,0,False,
1515915625519390468,Lost,email_discount,2021-03-22,10,False,
1515915625519397646,Lost,control,2021-03-08,0,False,
1515915625519399850,Lost,control,2021-03-22,0,False,
1515915625519401159,Lost,push_cashback,2021-03-04,5,False,
1515915625519403099,Lost,control,2021-03-18,0,False,
1515915625519406565,Lost,push_cashback,2021-03-07,5,False,
1515915625519406764,Lost,email_discount,2021-03-11,10,False,
1515915625519407618,Lost,push_cashback,2021-03-29,5,False,
1515915625519417750,Lost,email_discount,2021-03-27,10,False,
1515915625519426806,Lost,push_cashback,2021-03-04,5,False,
1515915625519427738,Lost,control,2021-03-13,0,False,
1515915625519432765,Lost,control,2021-03-09,0,False,
1515915625519436601,At Risk,email_discount,2021-03-09,10,False,
1515915625519439308,Lost,email_discount,2021-03-23,10,True,136.74938209901123
1515915625519440686,Lost,email_discount,2021-03-21,10,False,
1515915625519454753,Lost,push_cashback,2021-03-19,5,False,
1515915625519463641,Can't Lose Them,push_cashback,2021-03-03,5,False,
1515915625519470141,Lost,email_discount,2021-03-25,10,False,
1515915625519470631,Lost,control,2021-03-25,0,True,209.95532272011673
1515915625519473821,Lost,push_cashback,2021-03-12,5,False,
1515915625519475949,Lost,push_cashback,2021-03-29,5,False,
1515915625519477241,Lost,push_cashback,2021-03-11,5,False,
1515915625519477888,Lost,email_discount,2021-03-20,10,True,216.8046674177853
1515915625519487094,Lost,email_discount,2021-03-11,10,False,
1515915625519489782,Lost,email_discount,2021-03-17,10,False,
1515915625519491915,Lost,email_discount,2021-03-29,10,True,123.99578135293916
1515915625519492150,Lost,email_discount,2021-03-26,10,False,
1515915625519495049,Lost,control,2021-03-21,0,False,
1515915625519495480,Can't Lose Them,control,2021-03-14,0,False,
1515915625519498076,Lost,email_discount,2021-03-16,10,False,
1515915625519498155,At Risk,push_cashback,2021-03-24,5,False,
1515915625519502747,Lost,email_discount,2021-03-10,10,False,
